citizen_id,name,gender,birth_year,state,status,registered_date
CZ00386,Sarah Aliyu,Male,1953,Enugu,Alive,2020-04-06
CZ00387,Sarah Wilson,Male,2008,Kano,Deceased,2020-01-24
CZ00388,Frank Clark,Male,1972,Rivers,Alive,2020-07-18
CZ00389,David Umeh,Female,1950,Kaduna,Alive,2019-12-06
CZ00390,Fatima Ojo,Male,1989,Edo,Deceased,2016-11-29
CZ00391,Peter Okoro,Female,1978,Edo,Alive,2018-08-13
CZ00392,Musa Garba,Male,2004,Borno,Alive,2021-10-23
CZ00393,Aisha Smith,Female,1960,Plateau,Alive,2024-05-18
CZ00394,Linda Eze,Male,1998,Rivers,Alive,2019-07-21
CZ00395,Daniel Sani,Male,1984,Anambra,Alive,2024-04-11
CZ00396,Frank Wilson,Female,1984,Lagos,Alive,2020-09-11
CZ00397,Zainab Balogun,Male,1942,Kano,Alive,2022-12-26
CZ00398,Paul Danjuma,Male,1943,Edo,Alive,2022-11-17
CZ00399,Fatima White,Male,1952,Sokoto,Alive,2015-02-12
CZ00400,Fatima James,Male,1941,Sokoto,Alive,2019-02-10
CZ00401,Tobi Balogun,Male,1940,Kano,Alive,2022-07-22
CZ00402,Kemi Hassan,Male,1988,Lagos,Alive,2015-12-31
CZ00403,Funke Chukwu,Female,1963,Oyo,Alive,2016-01-02
CZ00404,Linda Danjuma,Female,1955,Anambra,Alive,2022-02-08
CZ00405,Tobi Sani,Female,1937,Kaduna,Alive,2015-02-18
CZ00406,Victor Wilson,Female,1956,Delta,Alive,2023-08-28
CZ00407,Peter Ojo,Female,1993,Oyo,Alive,2023-10-07
CZ00408,Samuel Taylor,Female,1969,Enugu,Alive,2015-03-14
CZ00409,Ngozi Obi,Male,1960,Anambra,Alive,2019-07-30
CZ00410,Fatima Balogun,Female,1941,Kano,Alive,2019-11-27
CZ00411,Mary Moore,Male,1960,Lagos,Alive,2021-08-29
CZ00412,Blessing Wilson,Male,1993,Delta,Alive,2015-11-04
CZ00413,Stella Clark,Female,1984,Borno,Alive,2023-07-01
CZ00414,Andrew Okoro,Female,1957,Borno,Alive,2024-09-18
CZ00415,Tobi Suleiman,Male,1988,Borno,Alive,2022-06-03
CZ00416,Ahmed Hassan,Female,1944,Plateau,Alive,2018-01-07
CZ00417,Kemi Sani,Male,1940,Borno,Alive,2018-12-28
CZ00418,Helen Obi,Female,1938,Delta,Alive,2021-01-05
CZ00419,Ibrahim Hassan,Female,1961,Lagos,Alive,2023-11-13
CZ00420,Musa Wilson,Male,1952,Plateau,Alive,2016-11-16
CZ00421,Halima Ojo,Male,1964,Anambra,Alive,2021-09-13
CZ00422,Joseph Brown,Male,1954,Kano,Alive,2019-01-07
CZ00423,Rebecca Idris,Male,1940,Enugu,Alive,2022-12-21
CZ00424,Joseph Lawal,Male,1954,Plateau,Alive,2015-02-20
CZ00425,John Idris,Male,1998,Kaduna,Alive,2016-05-19
CZ00426,Kemi Hassan,Male,1967,Sokoto,Alive,2023-10-17
CZ00427,Linda Bello,Female,2004,Sokoto,Alive,2017-10-10
CZ00428,Chioma Wilson,Female,1992,Borno,Alive,2021-11-05
CZ00429,Zainab Nwosu,Female,1958,Kaduna,Alive,2023-07-29
CZ00430,Ibrahim Chukwu,Female,1938,Borno,Alive,2016-08-08
CZ00431,Joseph Garba,Female,1966,Plateau,Alive,2016-11-29
CZ00432,Peter Suleiman,Female,1981,Oyo,Alive,2019-07-06
CZ00433,Rebecca Ojo,Female,1985,Delta,Alive,2021-12-13
CZ00434,Musa Taylor,Female,1960,Kano,Alive,2015-03-17
CZ00435,Sarah Garba,Female,1976,Edo,Alive,2019-01-01
CZ00436,Joy Ojo,Male,1940,Delta,Alive,2015-09-10
CZ00437,George White,Male,1942,Lagos,Alive,2020-09-15
CZ00438,Zainab Garba,Female,1996,Oyo,Alive,2019-08-18
CZ00439,Joy Davis,Male,1961,Lagos,Alive,2018-02-08
CZ00440,Kemi Taylor,Male,1953,Delta,Alive,2020-06-16
CZ00441,Aisha James,Male,2003,Lagos,Alive,2020-02-27
CZ00442,Peter Okoro,Female,1991,Sokoto,Alive,2024-04-29
CZ00443,Rebecca Nwosu,Male,1966,Lagos,Alive,2015-12-31
CZ00444,Ahmed Brown,Female,1959,Kaduna,Alive,2017-09-24
CZ00445,Kemi Danjuma,Male,2000,Kano,Alive,2023-01-12
CZ00446,James Adeyemi,Female,1972,Kaduna,Alive,2018-02-10
CZ00447,Peter Adamu,Female,1980,Plateau,Alive,2021-09-23
CZ00448,Halima Clark,Female,1977,Anambra,Alive,2023-08-15
CZ00449,Blessing Williams,Male,1993,Kaduna,Alive,2024-06-07
CZ00450,Helen Miller,Male,1975,Lagos,Alive,2015-02-02
CZ00451,Ibrahim Garba,Male,1998,Plateau,Alive,2024-10-25
CZ00452,Rebecca Nnamdi,Female,1961,Borno,Alive,2020-05-08
CZ00453,Zainab Taylor,Male,1944,Delta,Alive,2016-02-14
CZ00454,Ahmed Umeh,Female,2000,Sokoto,Alive,2021-08-11
CZ00455,Stella Mohammed,Female,1989,Plateau,Alive,2015-03-28
CZ00456,Linda Abubakar,Male,1959,Plateau,Alive,2015-03-16
CZ00457,Tobi Amadi,Female,1955,Plateau,Alive,2017-01-14
CZ00458,Daniel Bello,Female,1946,Edo,Alive,2017-03-16
CZ00459,Andrew Okonkwo,Male,1972,Rivers,Alive,2018-04-11
CZ00460,Chinedu Okafor,Female,1976,Oyo,Alive,2016-03-02
CZ00461,Chinedu Obi,Female,1972,Anambra,Alive,2017-08-02
CZ00462,Aisha Balogun,Female,1938,Delta,Alive,2023-07-30
CZ00463,Paul Okonkwo,Male,1950,Anambra,Alive,2019-08-29
CZ00464,Ibrahim Davis,Male,1954,Lagos,Alive,2018-08-16
CZ00465,Victor Amadi,Female,1964,Lagos,Alive,2020-06-08
CZ00466,Halima Suleiman,Male,2006,Sokoto,Alive,2021-03-02
CZ00467,Fatima Eze,Male,1998,Kano,Alive,2022-12-23
CZ00468,Kemi Taylor,Male,1987,Lagos,Alive,2022-01-11
CZ00469,Emeka Yusuf,Female,1985,Lagos,Alive,2015-03-04
CZ00470,Blessing Nwosu,Female,1993,Kaduna,Alive,2024-05-16
CZ00471,Rita Ojo,Female,1937,Plateau,Alive,2015-05-22
CZ00472,Joy Hassan,Male,1938,Sokoto,Alive,2023-10-28
CZ00473,John Danjuma,Female,2001,Edo,Alive,2016-06-25
CZ00474,Frank Okafor,Male,1951,Sokoto,Alive,2019-03-27
CZ00475,James Smith,Female,1946,Borno,Alive,2018-04-27
CZ00476,Fatima White,Female,1975,Delta,Alive,2015-10-01
CZ00477,Fatima Uche,Male,1954,Lagos,Alive,2021-04-05
CZ00478,Helen Okafor,Male,1975,Enugu,Alive,2017-03-26
CZ00479,Emeka Lawal,Male,1936,Kano,Alive,2015-08-17
CZ00480,Michael Yusuf,Female,1983,Delta,Alive,2024-05-22
CZ00481,Joy Amadi,Female,1993,Kaduna,Alive,2022-09-22
CZ00482,Amina Danjuma,Female,1991,Anambra,Alive,2015-01-21
CZ00483,Amina Okoro,Male,1961,Oyo,Alive,2020-03-20
CZ00484,Mary Aliyu,Male,1963,Plateau,Alive,2015-06-01
CZ00485,Joseph Clark,Female,1982,Delta,Alive,2019-02-02
CZ00486,Chioma Clark,Female,2005,Oyo,Alive,2020-06-16
CZ00487,Grace White,Female,1957,Oyo,Alive,2016-06-19
CZ00488,James Abubakar,Male,1990,Lagos,Alive,2020-12-11
CZ00489,Aisha Sani,Female,1990,Edo,Deceased,2023-07-05
CZ00490,Emeka Suleiman,Male,1981,Oyo,Alive,2018-12-31
CZ00491,Daniel Abubakar,Female,1975,Enugu,Alive,2022-07-17
CZ00492,Samuel Igwe,Female,1989,Rivers,Alive,2022-03-28
CZ00493,Daniel Obi,Male,1976,Lagos,Alive,2019-11-20
CZ00494,Frank Williams,Female,1984,Kano,Deceased,2024-01-05
CZ00495,Chinedu Sani,Male,1995,Enugu,Alive,2015-03-05
CZ00496,Amina Davis,Male,1994,Sokoto,Alive,2017-10-25
CZ00497,Helen Sani,Male,1975,Borno,Alive,2023-06-22
CZ00498,Funke Bello,Female,1961,Kano,Alive,2023-06-14
CZ00499,Musa Okafor,Male,1958,Oyo,Alive,2015-01-04
CZ00500,Ahmed Smith,Male,1996,Delta,Alive,2024-07-01
CZ00501,Funke Abubakar,Male,1939,Oyo,Alive,2016-04-30
CZ00502,Joy Wilson,Male,1951,Enugu,Alive,2024-07-27
CZ00503,Ibrahim Adeyemi,Male,1996,Kano,Alive,2018-06-29
CZ00504,David Okonkwo,Female,1977,Kaduna,Alive,2019-03-31
CZ00505,Amina Igwe,Male,2003,Kano,Alive,2019-02-05
CZ00506,Ibrahim Idris,Female,1978,Borno,Alive,2020-06-14
CZ00507,Zainab Wilson,Male,1960,Delta,Alive,2023-01-22
CZ00508,John Wilson,Female,1966,Borno,Alive,2018-01-04
CZ00509,Andrew Moore,Female,1953,Rivers,Alive,2023-03-02
CZ00510,Blessing Suleiman,Male,1964,Borno,Alive,2016-03-12
CZ00511,Rita Johnson,Female,1942,Delta,Alive,2015-12-24
CZ00512,Fatima Taylor,Male,1951,Plateau,Alive,2022-12-30
CZ00513,Grace Danjuma,Female,2006,Sokoto,Deceased,2015-05-04
CZ00514,George Mohammed,Male,1972,Oyo,Alive,2021-02-21
CZ00515,Chioma Abubakar,Female,1966,Borno,Alive,2019-01-27
CZ00516,Aisha Moore,Female,1959,Kano,Alive,2016-07-16
CZ00517,Victor Taylor,Female,1992,Kano,Alive,2017-05-25
CZ00518,Daniel James,Female,2006,Edo,Alive,2024-01-09
CZ00519,Emeka Taylor,Female,1942,Enugu,Alive,2018-12-02
CZ00520,Funke Nnamdi,Male,2005,Enugu,Alive,2023-01-17
CZ00521,Emeka Lawal,Female,1992,Anambra,Alive,2024-10-15
CZ00522,Halima White,Male,1980,Delta,Alive,2018-01-24
CZ00523,Samuel Ojo,Male,1963,Anambra,Alive,2019-02-27
CZ00524,Paul Miller,Female,1945,Lagos,Alive,2016-10-31
CZ00525,Linda Clark,Female,1983,Lagos,Alive,2022-02-04
CZ00526,Frank Moore,Female,2001,Anambra,Alive,2023-10-11
CZ00527,Sarah Nnamdi,Male,1949,Kano,Alive,2022-03-30
CZ00528,Blessing Johnson,Male,1954,Delta,Alive,2015-07-01
CZ00529,Michael Wilson,Female,1942,Anambra,Alive,2017-05-13
CZ00530,James Umeh,Male,1950,Kano,Alive,2020-04-29
CZ00531,Tobi Miller,Male,1970,Lagos,Alive,2020-10-12
CZ00532,James Adeyemi,Male,1958,Rivers,Alive,2019-04-06
CZ00533,Joy Ojo,Male,1941,Kaduna,Alive,2021-01-23
CZ00534,Joseph Danjuma,Female,1946,Sokoto,Alive,2020-02-04
CZ00535,Amina Yusuf,Female,1963,Plateau,Alive,2019-01-05
CZ00536,Frank Danjuma,Male,1944,Oyo,Alive,2021-04-15
CZ00537,Blessing Eze,Male,1980,Enugu,Alive,2016-12-12
CZ00538,Amina Obi,Male,1968,Enugu,Alive,2020-08-19
CZ00539,Frank Bello,Male,1942,Kano,Deceased,2015-08-15
CZ00540,Zainab Idris,Male,1985,Lagos,Alive,2020-06-18
CZ00541,Musa Abubakar,Male,1965,Lagos,Alive,2022-03-23
CZ00542,Tunde Yusuf,Male,2006,Oyo,Alive,2024-06-28
CZ00543,Linda Chukwu,Female,1996,Edo,Alive,2022-03-25
CZ00544,Esther Suleiman,Female,1976,Enugu,Alive,2023-01-23
CZ00545,Tunde Uche,Female,1988,Enugu,Alive,2015-06-17
CZ00546,Tobi Lawal,Male,1987,Enugu,Alive,2024-12-23
CZ00547,Zainab Mohammed,Male,1987,Edo,Alive,2020-03-31
CZ00548,Sarah Idris,Male,1989,Sokoto,Alive,2015-04-17
CZ00549,Aisha Chukwu,Female,1946,Anambra,Alive,2017-03-10
CZ00550,Ibrahim Igwe,Female,1944,Delta,Alive,2018-01-07
CZ00551,Daniel Obi,Male,1971,Oyo,Alive,2016-07-05
CZ00552,Sarah Yusuf,Male,1974,Oyo,Alive,2015-12-22
CZ00553,John Suleiman,Male,1989,Kano,Alive,2019-11-01
CZ00554,Chioma Idris,Male,1999,Anambra,Alive,2017-12-15
CZ00555,Ngozi Sani,Female,1998,Rivers,Alive,2015-08-30
CZ00556,Linda Garba,Female,1975,Enugu,Alive,2019-07-20
CZ00557,Musa Garba,Female,1950,Delta,Alive,2017-05-07
CZ00558,Chioma Uche,Male,1959,Sokoto,Alive,2019-04-12
CZ00559,Tunde Adamu,Female,1987,Enugu,Alive,2019-04-30
CZ00560,Grace Miller,Female,1951,Enugu,Alive,2023-03-18
CZ00561,Aisha Chukwu,Male,1989,Enugu,Deceased,2016-09-02
CZ00562,Amina Davis,Female,1965,Anambra,Alive,2019-08-03
CZ00563,Daniel Johnson,Female,1947,Sokoto,Alive,2019-05-20
CZ00564,Blessing Clark,Male,1956,Delta,Alive,2015-10-02
CZ00565,Linda Taylor,Female,1942,Delta,Alive,2020-12-08
CZ00566,James Eze,Male,1965,Rivers,Alive,2015-07-13
CZ00567,Tunde Bello,Female,1960,Kano,Alive,2017-06-16
CZ00568,Rita Idris,Male,1983,Delta,Alive,2021-08-08
CZ00569,George Okonkwo,Male,1984,Plateau,Alive,2019-12-22
CZ00570,Rita Abubakar,Male,1966,Rivers,Alive,2022-09-13
CZ00571,Halima Nnamdi,Female,1954,Kaduna,Alive,2022-12-08
CZ00572,Ibrahim Obi,Male,2005,Kaduna,Alive,2024-10-15
CZ00573,George Davis,Female,1988,Borno,Alive,2015-03-31
CZ00574,James Okoro,Female,2004,Rivers,Alive,2020-06-14
CZ00575,Victor Uche,Female,1996,Borno,Alive,2020-08-11
CZ00576,Chioma Okoro,Male,2007,Lagos,Alive,2018-01-04
CZ00577,Samuel Aliyu,Male,1937,Plateau,Alive,2023-04-10
CZ00578,Mary James,Female,1983,Rivers,Alive,2018-03-11
CZ00579,Frank Chukwu,Female,1972,Sokoto,Alive,2024-04-18
CZ00580,Kemi Williams,Female,1989,Anambra,Alive,2024-06-11
CZ00581,Rebecca Nnamdi,Female,2006,Lagos,Deceased,2024-06-26
CZ00582,George Igwe,Male,1999,Delta,Alive,2020-12-27
CZ00583,Blessing Suleiman,Female,1947,Sokoto,Alive,2023-03-13
CZ00584,Esther Lawal,Female,2004,Sokoto,Alive,2017-02-23
CZ00585,Daniel Danjuma,Female,2005,Anambra,Alive,2022-02-26
CZ00586,Joseph Davis,Female,1936,Lagos,Alive,2018-09-06
CZ00587,James Eze,Male,1976,Sokoto,Alive,2015-06-26
CZ00588,Paul Balogun,Female,1999,Edo,Alive,2019-03-13
CZ00589,Ngozi Igwe,Male,2000,Enugu,Alive,2023-06-26
CZ00590,Halima Hassan,Male,1981,Plateau,Alive,2023-07-16
CZ00591,George Davis,Female,1961,Enugu,Alive,2017-03-12
CZ00592,Paul Okonkwo,Male,1999,Oyo,Alive,2023-09-22
CZ00593,John Garba,Female,1942,Oyo,Alive,2020-12-25
CZ00594,Sarah Abubakar,Female,1939,Edo,Alive,2022-12-20
CZ00595,Paul Igwe,Male,1939,Kano,Alive,2020-03-08
CZ00596,Stella Davis,Male,1969,Delta,Alive,2020-08-07
CZ00597,Linda Eze,Female,1943,Borno,Alive,2019-04-13
CZ00598,Joy Adeyemi,Female,1952,Kaduna,Alive,2023-09-15
CZ00599,Musa Lawal,Male,1937,Sokoto,Alive,2018-05-19
CZ00600,David Adeyemi,Female,1971,Anambra,Alive,2020-12-03
CZ00601,Tobi Moore,Female,1987,Enugu,Alive,2015-07-09
CZ00602,Rita Chukwu,Female,1946,Sokoto,Alive,2017-07-28
CZ00603,Paul Aliyu,Female,1950,Kano,Alive,2023-12-28
CZ00604,Blessing Uche,Female,1969,Enugu,Deceased,2017-11-29
CZ00605,Sarah Igwe,Male,1971,Borno,Alive,2018-02-24
CZ00606,Zainab Wilson,Female,1979,Edo,Alive,2015-08-11
CZ00607,Peter Idris,Male,1968,Lagos,Alive,2018-05-27
CZ00608,Blessing Mohammed,Female,1936,Borno,Alive,2018-12-24
CZ00609,Andrew Smith,Female,1999,Oyo,Alive,2016-12-04
CZ00610,Blessing Ojo,Female,2000,Plateau,Alive,2018-02-06
CZ00611,Rebecca Nnamdi,Male,1970,Sokoto,Alive,2019-07-04
CZ00612,Rebecca Uche,Male,1987,Kano,Alive,2022-02-07
CZ00613,John Balogun,Female,1967,Sokoto,Alive,2017-09-17
CZ00614,Chioma Johnson,Female,2007,Kano,Alive,2023-01-10
CZ00615,Sarah Wilson,Female,1994,Anambra,Alive,2019-05-20
CZ00616,Samuel Bello,Male,1982,Oyo,Alive,2023-04-21
CZ00617,Michael Moore,Male,1955,Lagos,Alive,2021-04-08
CZ00618,Helen Lawal,Female,1963,Anambra,Alive,2017-02-25
CZ00619,Joy Igwe,Male,1952,Plateau,Alive,2015-06-03
CZ00620,Grace Nwosu,Male,1955,Sokoto,Alive,2024-11-07
CZ00621,Esther James,Male,1935,Kano,Alive,2022-10-16
CZ00622,Ngozi Obi,Female,1980,Rivers,Alive,2015-05-23
CZ00623,Linda Wilson,Male,1958,Oyo,Alive,2019-06-19
CZ00624,Esther Bello,Female,1969,Enugu,Alive,2022-01-01
CZ00625,Paul Okonkwo,Male,1969,Sokoto,Alive,2018-06-10
CZ00626,Linda Balogun,Female,1971,Plateau,Alive,2022-12-07
CZ00627,Frank Eze,Male,1993,Enugu,Alive,2017-10-16
CZ00628,Grace Idris,Female,1938,Borno,Alive,2022-06-16
CZ00629,Grace Ojo,Male,1940,Plateau,Alive,2016-07-10
CZ00630,James Garba,Female,1944,Borno,Alive,2021-08-15
CZ00631,James Balogun,Female,2001,Plateau,Alive,2019-08-08
CZ00632,Samuel Chukwu,Female,1974,Oyo,Alive,2019-10-22
CZ00633,David Aliyu,Female,1985,Edo,Alive,2024-05-10
CZ00634,Stella Davis,Female,2004,Sokoto,Alive,2018-07-06
CZ00635,Halima Adeyemi,Female,1988,Sokoto,Alive,2024-02-23
CZ00636,Fatima Aliyu,Male,1996,Anambra,Alive,2022-03-31
CZ00637,Stella Taylor,Male,1962,Rivers,Alive,2023-04-14
CZ00638,Ngozi Lawal,Female,1945,Borno,Alive,2015-10-04
CZ00639,Ibrahim Abubakar,Male,1947,Edo,Alive,2023-04-25
CZ00640,Helen Taylor,Female,1942,Plateau,Alive,2022-03-26
CZ00641,Kemi Taylor,Male,1999,Anambra,Deceased,2023-07-16
CZ00642,Ahmed Bello,Female,1993,Lagos,Alive,2023-12-15
CZ00643,Rita Mohammed,Female,1995,Anambra,Alive,2019-09-29
CZ00644,Daniel Nnamdi,Male,2007,Anambra,Alive,2020-06-11
CZ00645,Rebecca Balogun,Male,1959,Sokoto,Alive,2018-12-29
CZ00646,John Nwosu,Male,1945,Sokoto,Alive,2017-04-26
CZ00647,Halima Wilson,Female,1981,Rivers,Alive,2017-06-25
CZ00648,Sarah Smith,Female,1998,Delta,Alive,2019-09-12
CZ00649,Chioma Taylor,Male,1993,Rivers,Alive,2017-03-25
CZ00650,Joseph Davis,Male,1947,Rivers,Alive,2019-01-30
CZ00651,Sarah Lawal,Male,1982,Enugu,Alive,2020-03-01
CZ00652,Tunde Eze,Female,1967,Lagos,Alive,2015-02-06
CZ00653,Rita Nwosu,Female,1945,Sokoto,Alive,2018-10-22
CZ00654,Emeka Hassan,Male,1977,Borno,Deceased,2022-09-28
CZ00655,Victor Amadi,Female,1971,Enugu,Alive,2023-05-16
CZ00656,Helen Chukwu,Female,1937,Edo,Alive,2020-07-07
CZ00657,Funke Garba,Male,1986,Rivers,Alive,2017-11-25
CZ00658,Tobi Suleiman,Male,1965,Kano,Alive,2019-09-27
CZ00659,Frank Moore,Female,1979,Sokoto,Alive,2016-07-04
CZ00660,Frank Aliyu,Female,1983,Delta,Alive,2018-09-18
CZ00661,John Adeyemi,Female,1945,Sokoto,Alive,2017-09-08
CZ00662,Rebecca Abubakar,Female,1986,Oyo,Alive,2018-12-01
CZ00663,Paul Mohammed,Male,2008,Kaduna,Alive,2016-09-03
CZ00664,Halima Bello,Male,2000,Sokoto,Alive,2015-03-10
CZ00665,Stella Johnson,Female,1976,Sokoto,Alive,2016-05-15
CZ00666,Funke Obi,Male,2003,Edo,Alive,2017-10-03
CZ00667,Emeka Williams,Female,1990,Oyo,Alive,2015-04-16
CZ00668,Funke Lawal,Female,1940,Oyo,Alive,2015-09-15
CZ00669,Joy Nwosu,Male,1948,Lagos,Alive,2021-10-11
CZ00670,Samuel Garba,Female,1978,Anambra,Alive,2019-06-10
CZ00671,Funke Nwosu,Male,1988,Kaduna,Alive,2015-12-05
CZ00672,Zainab Garba,Female,1954,Anambra,Alive,2015-10-27
CZ00673,Daniel Eze,Female,1961,Edo,Alive,2015-03-18
CZ00674,Amina James,Male,1968,Rivers,Alive,2020-03-14
CZ00675,Rita Ojo,Male,1962,Rivers,Alive,2022-01-14
CZ00676,Joy Idris,Male,1972,Kano,Alive,2015-12-26
CZ00677,Musa Yusuf,Female,1984,Edo,Alive,2024-06-28
CZ00678,Mary Okonkwo,Male,1946,Delta,Alive,2018-08-18
CZ00679,Joseph Smith,Female,1963,Lagos,Alive,2015-03-20
CZ00680,Fatima Okonkwo,Male,2007,Delta,Alive,2018-03-16
CZ00681,Joy Yusuf,Male,1982,Enugu,Alive,2023-11-23
CZ00682,Chioma White,Female,1937,Enugu,Alive,2016-12-28
CZ00683,John Chukwu,Male,1979,Enugu,Alive,2024-03-20
CZ00684,Linda Suleiman,Male,1997,Enugu,Alive,2023-11-21
CZ00685,Aisha Igwe,Female,1935,Delta,Alive,2019-02-22
CZ00686,Ibrahim Sani,Male,1995,Rivers,Alive,2023-11-09
CZ00687,Rita Idris,Female,1937,Oyo,Alive,2018-02-12
CZ00688,James Okafor,Male,1966,Anambra,Alive,2024-06-09
CZ00689,Mary Yusuf,Female,1969,Sokoto,Alive,2021-04-20
CZ00690,Andrew Hassan,Male,1946,Kano,Alive,2018-11-27
CZ00691,Helen Suleiman,Female,1989,Edo,Alive,2021-12-13
CZ00692,Helen Mohammed,Female,1949,Plateau,Alive,2019-12-07
CZ00693,Rebecca Bello,Female,1977,Oyo,Alive,2021-02-17
CZ00694,Kemi Taylor,Male,1938,Sokoto,Alive,2017-10-07
CZ00695,Paul Uche,Male,1964,Edo,Alive,2019-02-28
CZ00696,Halima Yusuf,Male,2002,Sokoto,Alive,2021-10-03
CZ00697,George Adamu,Male,1939,Lagos,Alive,2017-07-31
CZ00698,David Eze,Male,1989,Sokoto,Alive,2015-05-19
CZ00699,John Okafor,Male,1977,Borno,Alive,2018-04-27
CZ00700,Aisha Eze,Male,2004,Sokoto,Alive,2018-06-06
CZ00701,Funke Smith,Female,1971,Delta,Alive,2020-06-18
CZ00702,Aisha Uche,Male,2001,Enugu,Alive,2015-12-24
CZ00703,Emeka Danjuma,Male,1988,Kano,Alive,2016-05-27
CZ00704,Chioma Smith,Male,1983,Rivers,Alive,2017-12-21
CZ00705,Rebecca Suleiman,Male,1995,Kaduna,Alive,2024-10-29
CZ00706,Sarah Hassan,Male,1971,Rivers,Alive,2022-02-11
CZ00707,Victor Bello,Female,1954,Lagos,Alive,2016-11-08
CZ00708,Paul Nwosu,Male,2000,Enugu,Alive,2024-06-04
CZ00709,Chioma Adeyemi,Male,1970,Edo,Alive,2021-12-21
CZ00710,Zainab Mohammed,Male,1992,Kano,Alive,2016-12-20
CZ00711,Samuel Chukwu,Male,1963,Delta,Alive,2019-03-22
CZ00712,Ibrahim Okafor,Male,1946,Sokoto,Alive,2023-10-07
CZ00713,Halima Lawal,Female,1949,Kaduna,Alive,2024-01-15
CZ00714,Zainab Abubakar,Male,1951,Plateau,Alive,2017-10-16
CZ00715,Andrew Mohammed,Female,1997,Edo,Alive,2016-12-22
CZ00716,Zainab Idris,Female,1969,Edo,Alive,2015-11-07
CZ00717,Zainab Igwe,Female,1970,Kano,Alive,2024-10-28
CZ00718,Rebecca Hassan,Male,1940,Kaduna,Alive,2018-09-28
CZ00719,Amina Bello,Male,1952,Borno,Alive,2023-11-07
CZ00720,Ibrahim Moore,Female,1966,Kano,Deceased,2020-11-07
CZ00721,Rebecca Yusuf,Female,1937,Delta,Alive,2022-03-15
CZ00722,Peter White,Male,1995,Sokoto,Alive,2023-01-13
CZ00723,Ibrahim James,Male,1945,Lagos,Alive,2019-02-19
CZ00724,Ngozi Williams,Female,1967,Lagos,Alive,2023-11-22
CZ00725,Tobi Johnson,Female,1974,Anambra,Alive,2015-09-19
CZ00726,Musa Johnson,Male,1983,Enugu,Alive,2015-09-01
CZ00727,Emeka Balogun,Female,1943,Rivers,Alive,2023-02-05
CZ00728,Chinedu Smith,Female,1975,Kano,Alive,2020-11-09
CZ00729,Kemi James,Female,1955,Borno,Alive,2015-03-19
CZ00730,Funke Taylor,Male,1957,Enugu,Alive,2024-07-02
CZ00731,Amina Williams,Female,1970,Kano,Alive,2022-05-19
CZ00732,Linda Uche,Male,1997,Borno,Alive,2022-10-08
CZ00733,Joy Okoro,Male,1952,Kaduna,Alive,2024-11-26
CZ00734,Stella Nwosu,Female,2006,Edo,Alive,2015-10-11
CZ00735,Rita Garba,Female,1996,Anambra,Alive,2023-12-11
CZ00736,James Davis,Male,1941,Edo,Alive,2018-02-07
CZ00737,Amina Igwe,Female,2000,Anambra,Alive,2019-02-15
CZ00738,Chioma Okoro,Female,1986,Enugu,Deceased,2019-09-25
CZ00739,Chinedu Danjuma,Male,1971,Delta,Alive,2021-05-15
CZ00740,Tobi Abubakar,Male,1949,Kaduna,Alive,2015-06-03
CZ00741,Chioma Chukwu,Female,1962,Plateau,Alive,2017-02-10
CZ00742,Linda Danjuma,Female,1952,Delta,Alive,2023-05-03
CZ00743,Esther Williams,Male,1957,Kaduna,Alive,2023-11-18
CZ00744,Rita Taylor,Male,1972,Plateau,Alive,2015-01-27
CZ00745,Fatima Yusuf,Male,1947,Delta,Alive,2015-03-21
CZ00746,Stella Johnson,Female,1951,Edo,Alive,2024-09-22
CZ00747,Kemi Suleiman,Female,1976,Borno,Alive,2015-01-26
CZ00748,Tobi Wilson,Male,1958,Rivers,Alive,2016-02-23
CZ00749,Michael Suleiman,Male,1994,Kano,Alive,2015-03-24
CZ00750,Samuel Hassan,Female,1971,Anambra,Alive,2022-10-02
CZ00751,Funke Nnamdi,Female,1956,Borno,Alive,2018-08-02
CZ00752,Aisha Obi,Female,1963,Delta,Alive,2022-06-22
CZ00753,James Nwosu,Female,2003,Delta,Alive,2019-06-10
CZ00754,Zainab Bello,Female,1939,Sokoto,Alive,2023-09-11
CZ00755,Frank Abubakar,Male,1948,Enugu,Alive,2018-10-02
CZ00756,John Abubakar,Male,1984,Rivers,Alive,2020-01-07
CZ00757,Halima Sani,Male,2000,Enugu,Alive,2015-04-01
CZ00758,Peter White,Male,1943,Sokoto,Alive,2019-07-13
CZ00759,Stella Brown,Female,1938,Delta,Alive,2023-03-02
CZ00760,Musa Eze,Male,1970,Edo,Alive,2018-02-09
CZ00761,James White,Female,1980,Enugu,Alive,2022-12-10
CZ00762,Esther James,Male,1959,Plateau,Alive,2015-08-17
CZ00763,Halima Bello,Female,1989,Edo,Alive,2020-03-29
CZ00764,Emeka Umeh,Female,2007,Kano,Alive,2015-02-03
CZ00765,Rebecca Taylor,Female,1946,Borno,Alive,2015-10-23
CZ00766,Chinedu Taylor,Female,1991,Anambra,Alive,2015-10-26
CZ00767,Sarah Garba,Female,1945,Sokoto,Alive,2019-09-15
CZ00768,Grace Suleiman,Male,1980,Enugu,Deceased,2021-03-24
CZ00769,Michael Nnamdi,Male,1966,Sokoto,Alive,2019-12-17
CZ00770,Andrew Miller,Female,2004,Oyo,Alive,2023-02-19
CZ00771,John Okafor,Male,1987,Kano,Alive,2015-10-26
